X,Y
-121.74722686,38.5376087
-121.74722114,38.53763328
-121.74720895,38.53765662
-121.74719394,38.53768341
-121.74717808,38.53771504
-121.74715895,38.53775043
-121.74713887,38.53778672
-121.74712069,38.53782863
-121.74710303,38.53787132
-121.7470826,38.53791549
-121.74706029,38.53795657
-121.74704026,38.53800144
-121.74702285,38.5380488
-121.74700702,38.53809224
-121.74699186,38.53813197
-121.7469757,38.53817077
-121.74695714,38.53820797
-121.7469383,38.53824448
-121.74691757,38.53827918
-121.74689113,38.53831571
-121.74685987,38.53835084
-121.74682862,38.53838806
-121.74680828,38.53840732
-121.74678803,38.538425
-121.74676949,38.53844654
-121.74674816,38.53847005
-121.74674199,38.53847101
-121.74673047,38.53847068
-121.74672214,38.53847557
-121.74670683,38.5384858
-121.74669413,38.53848959
-121.74668032,38.53849393
-121.74666466,38.53849823
-121.74664766,38.5385032
-121.74662552,38.53851093
-121.74659803,38.53852312
-121.74657677,38.53853178
-121.74655268,38.53854199
-121.74652703,38.53855279
-121.74648201,38.53856681
-121.74643356,38.53857626
-121.74638019,38.53858506
-121.74632037,38.53859318
-121.74625777,38.53860295
-121.74620485,38.53861431
-121.74615592,38.53862783
-121.74611021,38.53864189
-121.74606966,38.53866026
-121.74603231,38.53868174
-121.7459971,38.53870585
-121.74596449,38.53873031
-121.74593045,38.53875787
-121.74589434,38.53879195
-121.74585535,38.53883064
-121.74581485,38.53887229
-121.74577863,38.53891579
-121.74574206,38.53896081
-121.74570542,38.53900541
-121.74566375,38.53904899
-121.74561942,38.53909247
-121.74557236,38.5391355
-121.74552187,38.53917528
-121.74547012,38.53921343
-121.74541816,38.53925358
-121.74536135,38.53929028
-121.74530394,38.53932514
-121.74524466,38.53935501
-121.74518445,38.53938133
-121.74511862,38.53940747
-121.74505335,38.53943303
-121.7449862,38.53945778
-121.74491753,38.53948194
-121.74484981,38.53950731
-121.74478681,38.53953327
-121.74472589,38.53956016
-121.74466752,38.53958496
-121.74461637,38.53961023
-121.74457235,38.53963679
-121.74453326,38.53966294
-121.74449375,38.53968914
-121.74444878,38.53971347
-121.74440401,38.53973815
-121.74436057,38.5397626
-121.74431508,38.53978576
-121.7442735,38.53980697
-121.74423131,38.53982415
-121.74418451,38.53983958
-121.74413424,38.53985448
-121.74408069,38.53986674
-121.74402775,38.53987945
-121.74397861,38.53989187
-121.74392657,38.53990304
-121.74387394,38.53991265
-121.7438217,38.53992109
-121.74376947,38.53992853
-121.74371627,38.53993535
-121.74366118,38.53994068
-121.74360293,38.5399446
-121.74354455,38.53994838
-121.74348788,38.5399514
-121.74343383,38.53995024
-121.7434023,38.539949
-121.74337373,38.53994992
-121.74335136,38.53994937
-121.74333232,38.53994879
-121.74331535,38.5399465
-121.74329961,38.5399428
-121.7432823,38.53993769
-121.74326179,38.53993205
-121.74324767,38.53992996
-121.74323062,38.53992498
-121.74321189,38.53991976
-121.7431875,38.53991952
-121.74315641,38.53992101
-121.74313322,38.53992318
-121.74310812,38.53992579
-121.74308295,38.53992789
-121.74305324,38.53992668
-121.74301764,38.53992486
-121.74297219,38.53992304
-121.74291781,38.53991933
-121.74285556,38.53991571
-121.74279112,38.53991357
-121.74272695,38.53991279
-121.74266414,38.53991168
-121.74260438,38.5399097
-121.742544,38.53990639
-121.74248568,38.53990397
-121.74243087,38.53990314
-121.74238217,38.53990243
-121.74233796,38.53989924
-121.74229969,38.53989628
-121.74226864,38.539894
-121.74224231,38.53989166
-121.74222296,38.53988841
-121.74220911,38.53988713
-121.74219828,38.5398879
-121.74218824,38.53988768
-121.74217881,38.5398886
-121.74216938,38.53989001
-121.74216105,38.53989192
-121.74215417,38.53989717
-121.74214582,38.53990357
-121.74213685,38.53991178
-121.7421244,38.53992183
-121.74210543,38.53993282
-121.74208657,38.53994458
-121.74206886,38.53995677
-121.74205322,38.53996811
-121.7420377,38.53997857
-121.74202341,38.53998743
-121.7420101,38.53999665
-121.74199634,38.54000617
-121.74198161,38.54001507
-121.74196562,38.54002964
-121.74195099,38.54004716
-121.74193773,38.54006576
-121.74192245,38.54008698
-121.74190673,38.54011143
-121.74189234,38.54013785
-121.74187616,38.54016574
-121.741861,38.54019466
-121.74184722,38.54022341
-121.74183551,38.54025023
-121.74182458,38.54027407
-121.74181517,38.54029843
-121.7418083,38.54032297
-121.7418097,38.54034368
-121.74181843,38.54035717
-121.7418353,38.54036821
-121.74185756,38.54038017
-121.74188513,38.54039012
-121.74191901,38.54039929
-121.74195568,38.54040507
-121.74199539,38.54040916
-121.74203773,38.54041126
-121.74207759,38.54040895
-121.7421182,38.54040625
-121.74215765,38.54039891
-121.74219659,38.54039165
-121.74223777,38.54038298
-121.74227835,38.54037224
-121.74231018,38.5403629
-121.74233933,38.54035318
-121.74236758,38.54034334
-121.74239926,38.54033875
-121.74242496,38.54033478
-121.74245292,38.54033151
-121.74247521,38.54032666
-121.74249722,38.54032107
-121.7425186,38.54031674
-121.74254103,38.54031322
-121.74256438,38.54030915
-121.74259043,38.54030425
-121.74261404,38.5402983
-121.7426388,38.54029363
-121.7426682,38.54028787
-121.74269337,38.54028093
-121.7427255,38.54027401
-121.74275679,38.54026816
-121.74279108,38.5402615
-121.74282259,38.54025464
-121.74285234,38.54024613
-121.74288422,38.54023469
-121.74291221,38.5402265
-121.74293923,38.54021906
-121.74296641,38.5402142
-121.74299734,38.54021184
-121.74302408,38.54021208
-121.74305208,38.54021385
-121.74308438,38.54021684
-121.74312086,38.54022329
-121.74316228,38.54023296
-121.74320864,38.54024277
-121.74325276,38.5402513
-121.74329691,38.54025796
-121.74334156,38.54026365
-121.74338253,38.54027096
-121.74342412,38.5402794
-121.74346715,38.54028713
-121.74350871,38.54029284
-121.74355615,38.54029441
-121.74360776,38.54029206
-121.74366619,38.54028523
-121.74372547,38.54027647
-121.74378416,38.5402663
-121.74384661,38.54025692
-121.74390786,38.54024912
-121.74397016,38.54024153
-121.74403471,38.54023522
-121.74409731,38.540227
-121.744161,38.54021804
-121.74422397,38.54020818
-121.74428761,38.54020052
-121.74435091,38.54019259
-121.74441485,38.54018701
-121.74447639,38.54018247
-121.74453339,38.54018001
-121.74458713,38.54018089
-121.74463482,38.54018267
-121.74467959,38.54018656
-121.74472047,38.54019108
-121.74475939,38.54019592
-121.74479477,38.54020071
-121.74482558,38.54020663
-121.74485586,38.54021069
-121.74488391,38.54021391
-121.74490964,38.54021632
-121.74493562,38.54021947
-121.74496365,38.54022019
-121.74499322,38.54021622
-121.74502501,38.5402084
-121.74505848,38.5401997
-121.7450938,38.54019039
-121.74513164,38.5401806
-121.74517017,38.54016815
-121.74520621,38.54015583
-121.74524122,38.54014326
-121.7452765,38.54013089
-121.74531273,38.5401187
-121.74534925,38.54010754
-121.74538445,38.54009948
-121.74541849,38.54009732
-121.74544954,38.54010087
-121.74547961,38.54010986
-121.74550749,38.54012265
-121.74553214,38.54013788
-121.74555602,38.5401512
-121.74558084,38.5401619
-121.74560707,38.54017076
-121.74563511,38.54017932
-121.7456662,38.54018684
-121.74569346,38.5401939
-121.74572212,38.54020054
-121.74575399,38.54020518
-121.745788,38.54020752
-121.7458215,38.54020609
-121.74585519,38.54020197
-121.74588764,38.54019455
-121.74592102,38.54018729
-121.74595387,38.54018009
-121.745991,38.54017296
-121.74602786,38.5401644
-121.74606159,38.54015447
-121.74609278,38.54014592
-121.74612018,38.54013807
-121.74614736,38.54012901
-121.74617316,38.54011965
-121.74619832,38.54011032
-121.74622618,38.54010154
-121.74625416,38.54009137
-121.74628249,38.54007976
-121.74631107,38.54006876
-121.74634204,38.54005843
-121.74637364,38.54004731
-121.74640382,38.5400357
-121.74643646,38.54002385
-121.74646671,38.54001133
-121.74649735,38.53999927
-121.7465284,38.53998798
-121.7465616,38.53997488
-121.74659422,38.53995864
-121.74662401,38.5399413
-121.74665196,38.53992458
-121.74667949,38.53990828
-121.74670381,38.53989398
-121.74672659,38.53988027
-121.74674351,38.53987022
-121.74674512,38.5398667
-121.7467382,38.539868
-121.74672678,38.5398715
-121.74671535,38.53987835
-121.74670689,38.53988866
-121.74670087,38.53990148
-121.74670022,38.53991972
-121.74670058,38.53993907
-121.74670129,38.53995913
-121.74670184,38.53997958
-121.74670253,38.54000233
-121.74670279,38.54002599
-121.74670083,38.54004849
-121.74669738,38.54006835
-121.7466958,38.54008305
-121.74669553,38.54009581
-121.74669495,38.54010357
-121.74669616,38.5401095
-121.74669974,38.54011363
-121.74670543,38.54011631
-121.74671513,38.5401186
-121.74672553,38.5401199
-121.74673722,38.54012041
-121.74674635,38.54011993
-121.74675648,38.54011952
-121.74676651,38.54011823
-121.74677528,38.54011581
-121.74678366,38.54011336
-121.74679393,38.54011177
-121.74680372,38.54010948
-121.74681279,38.54010714
-121.74682333,38.54010587
-121.7468313,38.54010222
-121.74683877,38.54010208
-121.74684904,38.54010138
-121.74686325,38.54009842
-121.74688116,38.54009557
-121.74689715,38.5400934
-121.74691296,38.5400902
-121.74693164,38.54008445
-121.74695046,38.54007957
-121.74696801,38.54007727
-121.74698269,38.5400761
-121.74699399,38.54007673
-121.74700426,38.54007563
-121.74701331,38.54007201
-121.74702407,38.54006764
-121.74703841,38.5400634
-121.74705535,38.54005849
-121.74707674,38.54005444
-121.74709994,38.54004993
-121.74712234,38.54004833
-121.74714432,38.54004928
-121.74716483,38.54005118
-121.74718399,38.54005615
-121.74720118,38.54006448
-121.74722062,38.54007488
-121.74724525,38.54008625
-121.74726639,38.54009566
-121.74728177,38.54010381
-121.74730053,38.54011334
-121.74731973,38.54012423
-121.74733803,38.54013586
-121.74735707,38.54014878
-121.74737483,38.54016176
-121.74739335,38.54017524
-121.74740965,38.54018764
-121.74742864,38.54019808
-121.74744898,38.54020718
-121.74746869,38.54021482
-121.74749119,38.54022069
-121.74751786,38.54022618
-121.7475434,38.54022861
-121.74757029,38.54023068
-121.7475995,38.54023106
-121.74763185,38.54023233
-121.74766149,38.54023417
-121.74769303,38.54023549
-121.7477209,38.54023685
-121.74774341,38.54023942
-121.74776267,38.54024088
-121.74778363,38.54024413
-121.74780707,38.5402529
-121.74783109,38.54026868
-121.74785489,38.54028894
-121.7478751,38.54031463
-121.74789551,38.54034412
-121.74791542,38.54037606
-121.74793286,38.54040909
-121.74794733,38.54044078
-121.74795944,38.54047067
-121.74797027,38.54049892
-121.74798088,38.54052446
-121.74799163,38.54054879
-121.74800288,38.54057181
-121.74801312,38.54059451
-121.74802228,38.5406148
-121.74803025,38.54063419
-121.7480377,38.54065341
-121.74804584,38.54067072
-121.74805528,38.54068517
-121.7480643,38.54069618
-121.74807341,38.54070423
-121.74808486,38.54071227
-121.7480965,38.5407204
-121.74810765,38.5407323
-121.74811734,38.54074581
-121.74812411,38.54076073
-121.74812947,38.54077608
-121.74813461,38.5407942
-121.74813962,38.54081314
-121.74814514,38.54083656
-121.74814851,38.54086289
-121.74815293,38.54089139
-121.74815833,38.54092276
-121.74816273,38.54095302
-121.74816988,38.54098235
-121.74817941,38.54100929
-121.74819074,38.54103489
-121.74820331,38.54106065
-121.74821483,38.54108626
-121.7482283,38.54110926
-121.74823993,38.54113287
-121.74825225,38.54115592
-121.74826248,38.54117875
-121.74827292,38.54120386
-121.74828388,38.54123088
-121.74829579,38.54125651
-121.74830866,38.54128592
-121.74832089,38.54131569
-121.74832973,38.54134877
-121.74833841,38.54138309
-121.74834648,38.54141592
-121.7483522,38.54144617
-121.74835817,38.54147493
-121.74836364,38.5415024
-121.74837001,38.54153044
-121.74837847,38.54155814
-121.74838738,38.54158459
-121.74839648,38.54160838
-121.74840409,38.54163419
-121.7484125,38.54166124
-121.74842495,38.54168812
-121.74843857,38.5417176
-121.7484546,38.54174578
-121.74846931,38.54177621
-121.74848173,38.54180993
-121.74849001,38.54183781
-121.74849681,38.54185919
-121.74850552,38.54187685
-121.74851704,38.54188957
-121.74853137,38.54190097
-121.74854846,38.54190864
-121.74856798,38.54191338
-121.7485888,38.54191477
-121.74861266,38.54191462
-121.74863785,38.54191056
-121.74866508,38.54190203
-121.74869481,38.54189183
-121.74872566,38.54188016
-121.74876213,38.54186779
-121.748801,38.54185471
-121.74884152,38.54184335
-121.74888371,38.54183253
-121.74892709,38.54182155
-121.74896905,38.54181178
-121.749007,38.54180117
-121.74904405,38.5417893
-121.74908232,38.54177942
-121.74912296,38.54176968
-121.74916125,38.54176031
-121.74919778,38.54175375
-121.74923748,38.54175165
-121.74927688,38.54175328
-121.74931656,38.54176127
-121.74935702,38.54177664
-121.74939291,38.5417969
-121.74942077,38.5418284
-121.74944198,38.54186396
-121.74945533,38.54190182
-121.74945926,38.54194151
-121.74945467,38.54198088
-121.74944465,38.54201985
-121.74943032,38.54205893
-121.74941415,38.54209496
-121.74939776,38.54212762
-121.74938504,38.54215285
-121.74937485,38.54217409
-121.7493685,38.54219153
-121.74936775,38.54220694
-121.74937415,38.54222282
-121.74938137,38.54223612
-121.74938617,38.54224566
-121.74938719,38.54224949
-121.74938709,38.54224854
-121.74938866,38.54224585
-121.74939058,38.54224783
-121.74939244,38.54225104
-121.74939613,38.54225571
-121.74940313,38.5422634
-121.74940834,38.5422621
-121.74941341,38.54224953
-121.7494228,38.54222186
-121.74943426,38.54218315
-121.74944457,38.54213576
-121.74945077,38.54208402
-121.74945433,38.54203157
-121.74945655,38.54197839
-121.74945811,38.54192754
-121.74946176,38.54187534
-121.74946547,38.54182298
-121.74946636,38.54177159
-121.7494622,38.54172376
-121.7494578,38.54167504
-121.74945133,38.54162938
-121.74944369,38.54158494
-121.74943353,38.54154006
-121.74942177,38.541496
-121.74941034,38.54144807
-121.74939732,38.5413986
-121.74938539,38.54134575
-121.74937545,38.54131167
-121.74936704,38.541281
-121.74935957,38.54125495
-121.74935201,38.54122994
-121.74934209,38.54119885
-121.74933282,38.54117638
-121.74932132,38.5411541
-121.74930851,38.54112936
-121.74929914,38.54110916
-121.74929224,38.54108735
-121.74928346,38.54106609
-121.74927671,38.54104456
-121.7492698,38.54101961
-121.74926442,38.54100076
-121.74925898,38.54098134
-121.74925181,38.54096336
-121.74924272,38.54094602
-121.74923507,38.54093044
-121.74923463,38.54091292
-121.74924193,38.54089521
-121.74924143,38.5408849
-121.74924474,38.54087223
-121.74925106,38.54085498
-121.74926489,38.54083838
-121.74928348,38.54082202
-121.74929696,38.54080797
-121.74931061,38.54079374
-121.74932356,38.54077802
-121.74933651,38.54075898
-121.74935171,38.54073935
-121.74936968,38.5407197
-121.74938975,38.54070028
-121.74941365,38.54068031
-121.7494437,38.54065923
-121.74947887,38.54063623
-121.74951666,38.54061323
-121.74955633,38.54058997
-121.74959654,38.54056559
-121.74962941,38.54053989
-121.74965676,38.5405108
-121.74968051,38.54048047
-121.74970177,38.54045074
-121.7497236,38.54041889
-121.74974344,38.54038639
-121.74976224,38.54035515
-121.74977973,38.54032655
-121.74979867,38.54029775
-121.74982211,38.54027087
-121.74984778,38.54024597
-121.74988047,38.54022163
-121.74991539,38.54019938
-121.74994755,38.54017816
-121.74997807,38.54016122
-121.75000949,38.54015118
-121.75004211,38.54014351
-121.75007735,38.5401397
-121.75011225,38.54013408
-121.7501414,38.5401303
-121.75016745,38.54013113
-121.75019275,38.54013444
-121.75021571,38.54013781
-121.7502399,38.54014117
-121.75027048,38.54014294
-121.75030864,38.54014225
-121.7503547,38.54013895
-121.75040605,38.54013208
-121.75046069,38.5401243
-121.75051717,38.54011467
-121.75057667,38.54010631
-121.75063668,38.54009766
-121.75069449,38.54008698
-121.75075055,38.54007523
-121.75080364,38.54006359
-121.75085428,38.54005111
-121.75090357,38.5400381
-121.75095464,38.5400267
-121.75098935,38.54002059
-121.75101912,38.54001619
-121.75104526,38.54001383
-121.75106849,38.54001239
-121.7510911,38.54001019
-121.75111728,38.54000557
-121.75113499,38.54000259
-121.75115283,38.53999869
-121.75117179,38.53999396
-121.75119494,38.53998892
-121.75121549,38.53998524
-121.75124285,38.53997921
-121.75127672,38.53996989
-121.75131995,38.53995752
-121.7513695,38.53994353
-121.75141999,38.53992705
-121.75147352,38.53991131
-121.75153199,38.53989545
-121.75158974,38.53988009
-121.75164564,38.53986608
-121.75169736,38.53985284
-121.75174615,38.53983834
-121.75179034,38.53982303
-121.75183225,38.53980975
-121.75187233,38.53979879
-121.75190933,38.53979241
-121.75194404,38.53978971
-121.7519776,38.53978851
-121.75200754,38.53978961
-121.75203664,38.5397895
-121.75206445,38.53978903
-121.75209378,38.53978825
-121.75212177,38.53978678
-121.75214868,38.53978286
-121.75217127,38.53977862
-121.75219047,38.53977135
-121.75220644,38.53976179
-121.75222092,38.53974727
-121.75223193,38.5397272
-121.75223741,38.53970588
-121.75224054,38.53968275
-121.75224206,38.53965951
-121.75224399,38.53963512
-121.75224569,38.53960941
-121.75224487,38.53958242
-121.75223917,38.53955354
-121.7522321,38.53952243
-121.75222227,38.5394935
-121.75221033,38.53946769
-121.75219988,38.53944419
-121.75219043,38.53942202
-121.75217794,38.53939887
-121.75216475,38.53937607
-121.75215215,38.53935423
-121.752141,38.53933256
-121.75213407,38.539311
-121.7521311,38.53928756
-121.75213425,38.53926119
-121.75214439,38.53923629
-121.75215869,38.53921151
-121.7521767,38.53918802
-121.75219925,38.53916642
-121.75222591,38.5391462
-121.75225514,38.53912812
-121.75228663,38.53911642
-121.75232003,38.5391103
-121.75235694,38.53910657
-121.75239572,38.5391053
-121.75243361,38.53910728
-121.75247109,38.53911311
-121.75251052,38.53911787
-121.75255299,38.53912318
-121.75259672,38.53912961
-121.7526398,38.53913536
-121.75268044,38.53913627
-121.75271434,38.53913245
-121.75274392,38.53912423
-121.75277036,38.53911263
-121.75279379,38.53909679
-121.75280975,38.5390791
-121.7528211,38.53906084
-121.75282967,38.53904513
-121.75283881,38.53903404
-121.75285004,38.53902509
-121.75286384,38.53901758
-121.75288091,38.53900847
-121.75289584,38.53899945
-121.75291315,38.53898978
-121.75293077,38.53898169
-121.7529477,38.53897471
-121.75296381,38.53896811
-121.75298139,38.53896249
-121.75300411,38.53896051
-121.75302944,38.53895899
-121.75305959,38.53895929
-121.75309082,38.53895879
-121.75312449,38.53895757
-121.75316097,38.53895714
-121.75319877,38.53895579
-121.75323615,38.5389541
-121.75327413,38.5389505
-121.75331192,38.53894646
-121.75335084,38.53894449
-121.75339189,38.53894363
-121.75343235,38.53894522
-121.75347104,38.53894972
-121.75351072,38.53895423
-121.75354683,38.53896066
-121.75357684,38.5389702
-121.75360439,38.53897803
-121.75363143,38.53898574
-121.75365755,38.53899578
-121.75368192,38.539008
-121.75370534,38.53901978
-121.75372756,38.5390289
-121.75374857,38.53903635
-121.75376898,38.53904967
-121.75378748,38.53906453
-121.75380456,38.5390774
-121.75382041,38.53908818
-121.75383834,38.53909454
-121.75385851,38.53909902
-121.75387981,38.53909992
-121.75390403,38.53910135
-121.75393063,38.5391048
-121.75395923,38.53910872
-121.75398779,38.5391107
-121.75401698,38.53911357
-121.75404751,38.5391133
-121.75407977,38.53911197
-121.7541149,38.53909862
-121.75415061,38.53907653
-121.75418112,38.53904935
-121.75420794,38.53901954
-121.75423389,38.5389871
